,ingredient_id,recipe_id,ingredient_name,original_ingredient_amount,original_ingredient_unit,ingredient_remainder,recipe_source,new_ingredient_amount,new_ingredient_unit,common_ingredient_name,ingredient_category,default_unit
1036,Y067_00,Y067,extra firm tofu,14.0,oz.,"(cut into 1"" cubes)",yummly,14.0,ounce,firm tofu,tofu,ounce
1037,Y067_01,Y067,pad thai noodles,8.0,oz.,"(cooked according to package instructions, *see note)",yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
1038,Y067_02,Y067,coconut oil,1.5,Tbsp.,(or olive oil),yummly,1.5,tablespoon,coconut oil,oil,tablespoon
1039,Y067_03,Y067,red onion,0.5,cup,(diced),yummly,0.5,cup,red onion,onion,cup
1040,Y067_04,Y067,garlic cloves,3.0,,(minced),yummly,3.0,clove,garlic,herbs,clove
1041,Y067_05,Y067,red bell pepper,0.5,cup,(sliced),yummly,0.5,unit,bell pepper,chili / pepper,unit
1042,Y067_06,Y067,carrots,4.0,,"(peeled and cut julienne style. 2""- 3"" pieces)",yummly,2.666666667,cup,carrot,vegetable,cup
1043,Y067_07,Y067,tomato paste,1.0,Tbsp.,,yummly,1.0,tablespoon,tomato paste,sauce / salt,tablespoon
1044,Y067_08,Y067,red pepper flakes,0.5,tsp.,(optional),yummly,0.5,teaspoon,chili flakes,chili / pepper,teaspoon
1045,Y067_09,Y067,green onion,1.5,cups,"(cut into 1-2"" pieces)",yummly,1.5,cup,scallion / spring onion / green onion,vegetable,cup
1046,Y067_10,Y067,mung bean sprouts,1.5,cups,,yummly,1.5,cup,bean sprout,vegetable,cup
1047,Y067_11,Y067,tamarind paste,3.0,Tbsp.,,yummly,3.0,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
1048,Y067_12,Y067,tamari sauce,0.25,cup,(low sodium & gluten-free),yummly,4.0,tablespoon,soy sauce,sauce / salt,tablespoon
1049,Y067_13,Y067,coconut sugar,0.25,cup,(sub brown sugar),yummly,4.0,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
1050,Y067_14,Y067,vegetable broth,0.25,cup,(low sodium),yummly,0.25,cup,vegetable broth,broth / stock,cup
1051,Y067_15,Y067,peanuts,,,(Crushed),yummly,,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1052,Y067_16,Y067,mung bean sprouts,,,,yummly,,cup,bean sprout,vegetable,cup
1053,Y067_17,Y067,green onion,,,"(cut 1-2"" pieces)",yummly,,cup,scallion / spring onion / green onion,vegetable,cup
1054,Y067_18,Y067,lime wedges,,,,yummly,,unit,lime wedge,lime / lemon,unit
1055,Y067_19,Y067,crushed red pepper,,,,yummly,,teaspoon,chili flakes,chili / pepper,teaspoon
1056,Y068_00,Y068,rice noodles,8.0,oz.,(flat),yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
1057,Y068_01,Y068,oil,3.0,Tbsp.,,yummly,3.0,tablespoon,oil,oil,tablespoon
1058,Y068_02,Y068,garlic,3.0,cloves,(minced),yummly,3.0,clove,garlic,herbs,clove
1059,Y068_03,Y068,shrimp,8.0,oz.,"(uncooked, chicken, or extra-firm tofu, cut into small pieces)",yummly,8.0,ounce,shrimp,meat,ounce
1060,Y068_04,Y068,eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
1061,Y068_05,Y068,bean sprouts,1.0,cup,(fresh),yummly,1.0,cup,bean sprout,vegetable,cup
1062,Y068_06,Y068,red bell pepper,1.0,,(thinly sliced),yummly,1.0,unit,bell pepper,chili / pepper,unit
1063,Y068_07,Y068,green onions,3.0,,(chopped),yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
1064,Y068_08,Y068,dry roasted peanuts,0.5,cup,,yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1065,Y068_09,Y068,limes,2.0,,,yummly,2.0,unit,lime,lime / lemon,unit
1066,Y068_10,Y068,fresh cilantro,0.5,cup,(chopped),yummly,8.0,tablespoon,coriander / cilantro,herbs,tablespoon
1067,Y068_11,Y068,fish sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,fish sauce,sauce / salt,tablespoon
1068,Y068_12,Y068,low sodium soy sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,soy sauce,sauce / salt,tablespoon
1069,Y068_13,Y068,light brown sugar,5.0,Tbsp.,,yummly,5.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1070,Y068_14,Y068,rice vinegar,2.0,Tbsp.,(* see note),yummly,2.0,tablespoon,vinegar,vinegar,tablespoon
1071,Y068_15,Y068,sriracha hot sauce,1.0,Tbsp.,"(or more, to taste)",yummly,1.0,tablespoon,sriracha sauce,sauce / salt,tablespoon
1072,Y068_16,Y068,creamy peanut butter,2.0,Tbsp.,(optional),yummly,2.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1073,Y069_00,Y069,linguini,,,,yummly,,ounce,spaghetti,noodle / spaghetti,ounce
1074,Y069_01,Y069,chicken breasts,3.0,,(cut into bite sized pieces),yummly,24.0,ounce,chicken breast,meat,ounce
1075,Y069_02,Y069,olive oil,2.0,tsp.,,yummly,0.666666666,tablespoon,olive oil,oil,tablespoon
1076,Y069_03,Y069,broccoli,,,(chopped),yummly,,cup,broccoli,vegetable,cup
1077,Y069_04,Y069,red pepper,0.5,,(diced),yummly,0.5,unit,pepper,chili / pepper,unit
1078,Y069_05,Y069,carrots,,,(julienned),yummly,,cup,carrot,vegetable,cup
1079,Y069_06,Y069,chicken broth,0.25,cup,,yummly,0.25,cup,chicken broth,broth / stock,cup
1080,Y069_07,Y069,lime juice,1.0,,"(juice, cut in half)",yummly,1.0,tablespoon,lime juice,lime / lemon,tablespoon
1081,Y069_08,Y069,brown sugar,3.0,Tbsp.,,yummly,3.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1082,Y069_09,Y069,rice vinegar,3.0,Tbsp.,,yummly,3.0,tablespoon,vinegar,vinegar,tablespoon
1083,Y069_10,Y069,red pepper flakes,0.5,tsp.,,yummly,0.5,teaspoon,chili flakes,chili / pepper,teaspoon
1084,Y069_11,Y069,soy sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
1085,Y069_12,Y069,peanut butter,3.0,Tbsp.,,yummly,3.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1086,Y069_13,Y069,sesame oil,1.0,Tbsp.,,yummly,1.0,tablespoon,sesame oil,oil,tablespoon
1087,Y069_14,Y069,garlic cloves,3.0,,(minced),yummly,3.0,clove,garlic,herbs,clove
1088,Y069_15,Y069,garlic,2.0,tsp.,(minced),yummly,2.0,clove,garlic,herbs,clove
1089,Y069_16,Y069,eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
1090,Y069_17,Y069,peanuts,0.25,cup,(dry roasted unsalted),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1091,Y070_00,Y070,rice noodles,14.0,oz.,,yummly,14.0,ounce,rice noodle,noodle / spaghetti,ounce
1092,Y070_01,Y070,yellow bell pepper,1.0,,(thinly sliced),yummly,1.0,unit,bell pepper,chili / pepper,unit
1093,Y070_02,Y070,shredded carrots,1.0,,,yummly,0.666666667,cup,carrot,vegetable,cup
1094,Y070_03,Y070,red cabbage,3.0,cups,(thinly sliced),yummly,3.0,cup,cabbage,vegetable,cup
1095,Y070_04,Y070,edamame,2.0,cups,,yummly,32.0,tablespoon,edamame,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1096,Y070_05,Y070,asparagus,6.0,spears,(chopped - you'll cook them with the rice noodles and soy beans),yummly,6.0,spear,asparagus,vegetable,spear
1097,Y070_06,Y070,liquid aminos,0.666666667,cup,(or soy sauce),yummly,10.666666672,tablespoon,liquid aminos,sauce / salt,tablespoon
1098,Y070_07,Y070,sesame oil,0.25,cup,,yummly,4.0,tablespoon,sesame oil,oil,tablespoon
1099,Y070_08,Y070,peanut butter,2.0,Tbsp.,,yummly,2.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1100,Y070_09,Y070,fresh ginger,1.0,tsp.,(peeled and grated ),yummly,1.0,teaspoon,minced ginger,herbs,teaspoon
1101,Y070_10,Y070,sesame seeds,,,,yummly,,tablespoon,sesame,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1102,Y070_11,Y070,chopped fresh cilantro,,,,yummly,,tablespoon,coriander / cilantro,herbs,tablespoon
1103,Y070_12,Y070,soy sauce,,,,yummly,,tablespoon,soy sauce,sauce / salt,tablespoon
1104,Y071_00,Y071,rice noodles,12.0,oz.,,yummly,12.0,ounce,rice noodle,noodle / spaghetti,ounce
1105,Y071_01,Y071,peanut oil,0.25,cup,,yummly,4.0,tablespoon,peanut oil,oil,tablespoon
1106,Y071_02,Y071,sesame oil,0.25,cup,,yummly,4.0,tablespoon,sesame oil,oil,tablespoon
1107,Y071_03,Y071,red pepper flakes,2.0,tsp.,(to taste),yummly,2.0,teaspoon,chili flakes,chili / pepper,teaspoon
1108,Y071_04,Y071,garlic cloves,3.0,,(finely minced),yummly,3.0,clove,garlic,herbs,clove
1109,Y071_05,Y071,low sodium chicken broth,0.25,,,yummly,0.25,cup,chicken broth,broth / stock,cup
1110,Y071_06,Y071,gluten free soy sauce,0.25,cup,,yummly,4.0,tablespoon,soy sauce,sauce / salt,tablespoon
1111,Y071_07,Y071,honey,0.25,cup,,yummly,4.0,tablespoon,honey,sugar / sweeteners / syrup,tablespoon
1112,Y071_08,Y071,fish sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,fish sauce,sauce / salt,tablespoon
1113,Y071_09,Y071,large eggs,2.0,,(beaten),yummly,2.0,unit,egg,egg,unit
1114,Y071_10,Y071,chicken breast,2.0,cups,"(Shredded, from about 2 breasts, I use a rotisserie chicken)",yummly,16.0,ounce,chicken breast,meat,ounce
1115,Y071_11,Y071,shredded carrots,1.5,cups,,yummly,1.5,cup,carrot,vegetable,cup
1116,Y071_12,Y071,peanuts,0.5,cup,(chopped),yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1117,Y071_13,Y071,scallions,,,"(thinly sliced for garnish, optional)",yummly,,cup,scallion / spring onion / green onion,vegetable,cup
1118,Y071_14,Y071,lime wedges,,,(for serving),yummly,,unit,lime wedge,lime / lemon,unit
1119,Y072_00,Y072,broccoli,2.0,cups,"(chopped, finely chopped)",yummly,2.0,cup,broccoli,vegetable,cup
1120,Y072_01,Y072,water,3.0,cups,(for soaking the noodles),yummly,3.0,cup,water,water,cup
1121,Y072_02,Y072,peanut oil,3.0,Tbsp.,,yummly,3.0,tablespoon,peanut oil,oil,tablespoon
1122,Y072_03,Y072,salt,0.25,tsp.,,yummly,0.08333333325,tablespoon,salt,sauce / salt,tablespoon
1123,Y072_04,Y072,soy sauce,4.0,Tbsp.,(split into 1 Tbsp and 3 Tbsp),yummly,4.0,tablespoon,soy sauce,sauce / salt,tablespoon
1124,Y072_05,Y072,rice noodles,8.0,oz.,(Stir-fry),yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
1125,Y072_06,Y072,sriracha sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,sriracha sauce,sauce / salt,tablespoon
1126,Y072_07,Y072,ginger,0.25,tsp.,(finely chopped),yummly,0.25,teaspoon,minced ginger,herbs,teaspoon
1127,Y072_08,Y072,peanut butter,0.5,tsp.,,yummly,0.1666666665,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1128,Y072_09,Y072,brown sugar,2.0,tsp.,,yummly,0.666666666,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1129,Y072_10,Y072,water,0.75,cup,(For the sauce),yummly,0.75,cup,water,water,cup
1130,Y072_11,Y072,peanuts,0.25,cup,(unsalted),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1131,Y073_00,Y073,rice noodles,10.0,oz.,(Thai),yummly,10.0,ounce,rice noodle,noodle / spaghetti,ounce
1132,Y073_01,Y073,boneless skinless chicken breasts,1.0,lb.,,yummly,16.0,ounce,chicken breast,meat,ounce
1133,Y073_02,Y073,vegetable oil,2.0,Tbsp.,,yummly,2.0,tablespoon,vegetable oil,oil,tablespoon
1134,Y073_03,Y073,garlic,2.0,cloves,,yummly,2.0,clove,garlic,herbs,clove
1135,Y073_04,Y073,brown sugar,0.25,cup,,yummly,4.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1136,Y073_05,Y073,large eggs,3.0,,,yummly,3.0,unit,egg,egg,unit
1137,Y073_06,Y073,rice vinegar,2.0,Tbsp.,,yummly,2.0,tablespoon,vinegar,vinegar,tablespoon
1138,Y073_07,Y073,fish sauce,4.0,Tbsp.,,yummly,4.0,tablespoon,fish sauce,sauce / salt,tablespoon
1139,Y073_08,Y073,green onions,3.0,,"(chopped, divided)",yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
1140,Y073_09,Y073,carrots,2.0,,(sliced into thin strips),yummly,1.333333333,cup,carrot,vegetable,cup
1141,Y073_10,Y073,red bell pepper,1.0,,(sliced into thin strips),yummly,1.0,unit,bell pepper,chili / pepper,unit
1142,Y073_11,Y073,bean sprouts,1.5,cups,,yummly,1.5,cup,bean sprout,vegetable,cup
1143,Y073_12,Y073,peanuts,0.25,cup,(crushed),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1144,Y073_13,Y073,lime,1.0,,,yummly,1.0,unit,lime,lime / lemon,unit
1145,Y073_14,Y073,cilantro,0.333333333,cup,(chopped),yummly,5.333333328,tablespoon,coriander / cilantro,herbs,tablespoon
1146,Y073_15,Y073,red pepper flakes,,,(optional),yummly,,teaspoon,chili flakes,chili / pepper,teaspoon
1147,Y073_16,Y073,lemon,1.0,,,yummly,1.0,unit,lemon,lime / lemon,unit
1148,Y073_17,Y073,cilantro,0.333333333,cup,(chopped),yummly,5.333333328,tablespoon,coriander / cilantro,herbs,tablespoon
1149,Y074_00,Y074,ramen noodles,2.0,pkg.,,yummly,10.0,ounce,japanese noodle,noodle / spaghetti,ounce
1150,Y074_01,Y074,water,1.75,cups,,yummly,1.75,cup,water,water,cup
1151,Y074_02,Y074,teriyaki sauce,0.25,cup,,yummly,4.0,tablespoon,teriyaki sauce,sauce / salt,tablespoon
1152,Y074_03,Y074,vegetable oil,1.0,Tbsp.,,yummly,1.0,tablespoon,vegetable oil,oil,tablespoon
1153,Y074_04,Y074,creamy peanut butter,1.5,Tbsp.,,yummly,1.5,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1154,Y074_05,Y074,oil,0.5,tsp.,(Fish),yummly,0.1666666665,tablespoon,oil,oil,tablespoon
1155,Y074_06,Y074,hot sauce,0.5,tsp.,,yummly,0.1666666665,tablespoon,chili sauce,sauce / salt,tablespoon
1156,Y074_07,Y074,garlic,1.0,Tbsp.,(Crush),yummly,3.0,clove,garlic,herbs,clove
1157,Y074_08,Y074,frozen stir fry vegetables,12.0,oz.,,yummly,12.0,ounce,frozen vegetable,vegetable,ounce
1158,Y075_00,Y075,rice noodles,4.0,oz.,(flat),yummly,4.0,ounce,rice noodle,noodle / spaghetti,ounce
1159,Y075_01,Y075,medium zucchini,1.0,,(spiralized),yummly,1.0,unit,zucchini / courgette / baby marrow,vegetable,unit
1160,Y075_02,Y075,large carrots,3.0,,(spiralized),yummly,3.0,cup,carrot,vegetable,cup
1161,Y075_03,Y075,firm tofu,15.0,oz.,(cubed),yummly,15.0,ounce,firm tofu,tofu,ounce
1162,Y075_04,Y075,scallions,4.0,,"(thinly sliced, about 1 cup)",yummly,1.0,cup,scallion / spring onion / green onion,vegetable,cup
1163,Y075_05,Y075,bean sprouts,3.0,cups,(well rinsed),yummly,3.0,cup,bean sprout,vegetable,cup
1164,Y075_06,Y075,sugar snap peas,1.0,cup,(trimmed and halved),yummly,16.0,tablespoon,snap pea,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1165,Y075_07,Y075,garlic,4.0,cloves,(crushed),yummly,4.0,clove,garlic,herbs,clove
1166,Y075_08,Y075,red chile,1.0,,(Thai),yummly,1.0,unit,red chili,chili / pepper,unit
1167,Y075_09,Y075,canola oil,2.0,Tbsp.,(for frying),yummly,2.0,tablespoon,canola oil,oil,tablespoon
1168,Y075_10,Y075,liquid aminos,0.25,cup,(or soy sauce),yummly,4.0,tablespoon,liquid aminos,sauce / salt,tablespoon
1169,Y075_11,Y075,water,0.25,cup,,yummly,0.25,cup,water,water,cup
1170,Y075_12,Y075,tomato paste,0.25,cup,,yummly,4.0,tablespoon,tomato paste,sauce / salt,tablespoon
1171,Y075_13,Y075,rice vinegar,2.0,Tbsp.,,yummly,2.0,tablespoon,vinegar,vinegar,tablespoon
1172,Y075_14,Y075,agave,2.0,Tbsp.,(or other liquid sweetener),yummly,2.0,tablespoon,agave syrup,sugar / sweeteners / syrup,tablespoon
1173,Y075_15,Y075,crushed red pepper flakes,0.5,tsp.,,yummly,0.5,teaspoon,chili flakes,chili / pepper,teaspoon
1174,Y075_16,Y075,lime wedge,1.0,,(cut into wedges),yummly,1.0,unit,lime wedge,lime / lemon,unit
1175,Y075_17,Y075,chopped fresh cilantro,0.5,cup,,yummly,8.0,tablespoon,coriander / cilantro,herbs,tablespoon
1176,Y075_18,Y075,chopped almonds,4.0,Tbsp.,"(or peanuts, optional)",yummly,4.0,tablespoon,almond,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1177,Y076_00,Y076,peanut butter,0.25,cup,,yummly,4.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1178,Y076_01,Y076,water,0.25,cup,,yummly,0.25,cup,water,water,cup
1179,Y076_02,Y076,soy sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
1180,Y076_03,Y076,brown sugar,2.0,Tbsp.,,yummly,2.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1181,Y076_04,Y076,garlic,2.0,,"(plump cloves, minced)",yummly,2.0,clove,garlic,herbs,clove
1182,Y076_05,Y076,worcestershire sauce,1.5,tsp.,,yummly,0.4999999995,tablespoon,worcestershire sauce,sauce / salt,tablespoon
1183,Y076_06,Y076,lime,0.5,,,yummly,0.5,unit,lime,lime / lemon,unit
1184,Y076_07,Y076,crushed red pepper,0.25,tsp.,,yummly,0.25,teaspoon,chili flakes,chili / pepper,teaspoon
1185,Y076_08,Y076,pad thai rice noodles,8.0,oz.,,yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
1186,Y076_09,Y076,sesame oil,1.0,tsp.,(or canola oil),yummly,0.333333333,tablespoon,sesame oil,oil,tablespoon
1187,Y076_10,Y076,pork,1.0,lb.,"(strips, pork stroganoff or I used sirloin chops and sliced into strips)",yummly,16.0,ounce,pork,meat,ounce
1188,Y076_11,Y076,canola oil,2.0,Tbsp.,,yummly,2.0,tablespoon,canola oil,oil,tablespoon
1189,Y076_12,Y076,garlic,3.0,cloves,(minced),yummly,3.0,clove,garlic,herbs,clove
1190,Y076_13,Y076,bean sprouts,1.0,cup,,yummly,1.0,cup,bean sprout,vegetable,cup
1191,Y076_14,Y076,carrots,1.0,cup,(julienned),yummly,1.0,cup,carrot,vegetable,cup
1192,Y076_15,Y076,red bell pepper,1.0,,(julienned),yummly,1.0,unit,bell pepper,chili / pepper,unit
1193,Y076_16,Y076,green onion,0.25,cup,(sliced thin),yummly,0.25,cup,scallion / spring onion / green onion,vegetable,cup
1194,Y076_17,Y076,peanuts,0.25,cup,,yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1195,Y076_18,Y076,cilantro,2.0,Tbsp.,,yummly,2.0,tablespoon,coriander / cilantro,herbs,tablespoon
1196,Y076_19,Y076,toasted sesame seeds,,,"(for garnish, optional)",yummly,,tablespoon,sesame,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1197,Y077_00,Y077,chicken breasts,18.0,oz.,,yummly,18.0,ounce,chicken breast,meat,ounce
1198,Y077_01,Y077,brown rice noodles,4.0,oz.,(flat),yummly,4.0,ounce,rice noodle,noodle / spaghetti,ounce
1199,Y077_02,Y077,garlic paste,3.0,Tbsp.,,yummly,9.0,clove,garlic,herbs,clove
1200,Y077_03,Y077,red bell pepper,1.0,,,yummly,1.0,unit,bell pepper,chili / pepper,unit
1201,Y077_04,Y077,mushrooms,1.0,cup,(chopped),yummly,1.0,cup,mushroom,mushroom,cup
1202,Y077_05,Y077,green onions,1.0,cup,(chopped),yummly,1.0,cup,scallion / spring onion / green onion,vegetable,cup
1203,Y077_06,Y077,bean sprouts,1.5,cups,,yummly,1.5,cup,bean sprout,vegetable,cup
1204,Y077_07,Y077,fresh cilantro,,,,yummly,,tablespoon,coriander / cilantro,herbs,tablespoon
1205,Y077_08,Y077,rice vinegar,0.25,cup,(or fish sauce),yummly,4.0,tablespoon,vinegar,vinegar,tablespoon
1206,Y077_09,Y077,coconut aminos,0.125,cup,(low sodium soy sauce),yummly,2.0,tablespoon,coconut aminos,sauce / salt,tablespoon
1207,Y077_10,Y077,pepper sauce,0.125,cup,(Red chili),yummly,2.0,tablespoon,chili sauce,sauce / salt,tablespoon
1208,Y077_11,Y077,coconut sugar,2.0,Tbsp.,,yummly,2.0,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
1209,Y077_12,Y077,lime,1.0,,,yummly,1.0,unit,lime,lime / lemon,unit
1210,Y078_00,Y078,noodles,250.0,grams,,yummly,8.81849,ounce,rice noodle,noodle / spaghetti,ounce
1211,Y078_01,Y078,fish sauce,3.0,Tbsp.,(; or soy sauce),yummly,3.0,tablespoon,fish sauce,sauce / salt,tablespoon
1212,Y078_02,Y078,sweet chili sauce,0.333333333,cup,(; or more to taste),yummly,5.333333328,tablespoon,chili sauce,sauce / salt,tablespoon
1213,Y078_03,Y078,peanut butter creamy,2.0,tsp.,(or crunchy),yummly,0.666666666,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1214,Y078_04,Y078,cooking oil,2.0,tsp.,,yummly,0.666666666,tablespoon,oil,oil,tablespoon
1215,Y078_05,Y078,garlic,3.0,cloves,(; minced),yummly,3.0,clove,garlic,herbs,clove
1216,Y078_06,Y078,red chilies,1.0,,"(; seeds removed, optional)",yummly,1.0,unit,red chili,chili / pepper,unit
1217,Y078_07,Y078,chicken breast,1.0,,,yummly,8.0,ounce,chicken breast,meat,ounce
1218,Y078_08,Y078,eggs,2.0,,(; lightly beaten),yummly,2.0,unit,egg,egg,unit
1219,Y078_09,Y078,bean sprouts,100.0,grams,"(;, optional)",yummly,0.881849768,cup,bean sprout,vegetable,cup
1220,Y078_10,Y078,spring onions,2.0,,(; sliced),yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
1221,Y078_11,Y078,coriander,0.5,cup,"(cilantro; chopped, optional)",yummly,8.0,tablespoon,coriander / cilantro,herbs,tablespoon
1222,Y078_12,Y078,peanuts,0.5,cup,"(; chopped, optional, or use crunchy peanut butter)",yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1223,Y078_13,Y078,lime,1.0,,"(;, optional)",yummly,1.0,unit,lime,lime / lemon,unit
1224,Y079_00,Y079,prawns,200.0,grams,,yummly,7.054792,ounce,shrimp,meat,ounce
1225,Y079_01,Y079,coriander,,,,yummly,,tablespoon,coriander / cilantro,herbs,tablespoon
1226,Y079_02,Y079,chopped leaves,1.0,stalk,,yummly,1.0,stalk,leaves,vegetable,stalk
1227,Y079_03,Y079,thai noodles,200.0,grams,(packs straight-to-wok pad),yummly,7.054792,ounce,rice noodle,noodle / spaghetti,ounce
1228,Y079_04,Y079,beansprouts,85.0,grams,,yummly,0.749572303,cup,bean sprout,vegetable,cup
1229,Y079_05,Y079,egg,1.0,,(beaten with a fork),yummly,1.0,unit,egg,egg,unit
1230,Y079_06,Y079,lime wedge,1.0,,(plus wedges to serve),yummly,1.0,unit,lime wedge,lime / lemon,unit
1231,Y079_07,Y079,fish sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,fish sauce,sauce / salt,tablespoon
1232,Y079_08,Y079,sugar,2.0,tsp.,,yummly,0.666666666,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
1233,Y079_09,Y079,roasted peanuts,1.0,Tbsp.,"(roughly chopped, to serve)",yummly,1.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1234,Y080_00,Y080,whole wheat spaghetti,4.0,oz.,(or brown rice spaghetti for gluten-free*),yummly,4.0,ounce,spaghetti,noodle / spaghetti,ounce
1235,Y080_01,Y080,water,4.0,cups,,yummly,4.0,cup,water,water,cup
1236,Y080_02,Y080,natural peanut butter,0.25,cup,,yummly,4.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1237,Y080_03,Y080,soy sauce,5.0,Tbsp.,(or tamari for gluten-free),yummly,5.0,tablespoon,soy sauce,sauce / salt,tablespoon
1238,Y080_04,Y080,pure maple syrup,0.25,cup,,yummly,4.0,tablespoon,maple syrup,sugar / sweeteners / syrup,tablespoon
1239,Y080_05,Y080,lime juice,2.0,Tbsp.,,yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
1240,Y080_06,Y080,fresh ginger,1.0,tsp.,"(minced, 1/2 inch knob)",yummly,1.0,teaspoon,minced ginger,herbs,teaspoon
1241,Y080_07,Y080,garlic,1.0,clove,(minced),yummly,1.0,clove,garlic,herbs,clove
1242,Y080_08,Y080,red cabbage,0.5,head,"(or green, shredded, about 4 cups)",yummly,4.0,cup,cabbage,vegetable,cup
1243,Y080_09,Y080,large carrot,1.0,,(shredded),yummly,1.0,cup,carrot,vegetable,cup
1244,Y080_10,Y080,snow peas,2.0,cups,,yummly,32.0,tablespoon,snow pea,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
